created_at,Temperature,RelativeHumidity,Pressure,Rain,LightIntensity
2018-10-08 11:57:35 UTC,24,63,1031.64,0,53
2018-10-08 11:59:00 UTC,24,62,1031.61,0,53
2018-10-08 12:00:24 UTC,24,62,1031.6,0,48
2018-10-08 12:01:49 UTC,24,63,1031.6,0,55
2018-10-08 12:03:13 UTC,24,63,1031.57,0,54
2018-10-08 12:04:38 UTC,24,63,1031.65,0,54
2018-10-08 12:06:03 UTC,24,63,1031.74,0,55
2018-10-08 12:07:27 UTC,24,63,1031.7,0,54
2018-10-08 12:08:52 UTC,24,63,1031.69,0,55
2018-10-08 12:10:16 UTC,24,64,1031.69,0,53
2018-10-08 12:11:41 UTC,24,63,1031.67,0,54
2018-10-08 12:13:05 UTC,24,63,1031.78,0,54
2018-10-08 12:14:30 UTC,24,63,1031.75,0,56
2018-10-08 12:15:54 UTC,24,63,1031.74,0,56
2018-10-08 12:17:19 UTC,24,63,1031.75,0,56
2018-10-08 12:18:44 UTC,24,63,1031.73,0,55
2018-10-08 12:20:08 UTC,24,63,1031.84,0,56
2018-10-08 12:21:33 UTC,24,63,1031.85,0,56
2018-10-08 12:22:57 UTC,24,63,1031.82,0,56
2018-10-08 12:24:22 UTC,24,63,1031.86,0,59
2018-10-08 12:25:46 UTC,24,63,1031.84,0,59
2018-10-08 12:27:11 UTC,24,62,1031.78,0,59
2018-10-08 12:28:35 UTC,24,62,1031.86,0,59
2018-10-08 12:30:00 UTC,24,62,1031.84,0,59
2018-10-08 12:31:25 UTC,24,62,1031.85,0,59
2018-10-08 12:32:49 UTC,24,62,1031.86,0,59
2018-10-08 12:34:14 UTC,24,62,1032.04,0,59
2018-10-08 12:35:38 UTC,24,62,1031.99,0,59
2018-10-08 12:37:04 UTC,24,62,1032.1,0,59
2018-10-08 12:38:27 UTC,24,62,1032.02,0,59
2018-10-08 12:39:52 UTC,24,62,1031.98,0,59
2018-10-08 12:41:17 UTC,23,62,1032.05,0,59
2018-10-08 12:42:41 UTC,23,62,1032.03,0,59
2018-10-08 12:44:06 UTC,23,62,1032.05,0,59
2018-10-08 12:45:30 UTC,23,62,1032.07,0,59
2018-10-08 12:46:55 UTC,23,62,1032.11,0,59
2018-10-08 12:48:19 UTC,23,62,1032.16,0,59
2018-10-08 12:49:44 UTC,23,62,1032.15,0,59
2018-10-08 12:51:08 UTC,23,62,1032.12,0,59
2018-10-08 12:52:33 UTC,23,62,1032.13,0,55
2018-10-08 12:54:30 UTC,23,62,1032.19,0,55
2018-10-08 12:55:55 UTC,23,62,1032.18,0,54
2018-10-08 12:57:19 UTC,23,62,1032.21,0,54
2018-10-08 12:58:44 UTC,23,62,1032.25,0,58
2018-10-08 13:00:08 UTC,23,62,1032.18,0,58
2018-10-08 13:01:33 UTC,23,62,1032.3,0,58
2018-10-08 13:02:58 UTC,23,62,1032.3,0,58
2018-10-08 13:04:22 UTC,23,62,1032.35,0,64
2018-10-08 13:05:47 UTC,23,62,1032.35,0,63
2018-10-08 13:07:11 UTC,23,62,1032.35,0,64
2018-10-08 13:08:36 UTC,23,62,1032.48,0,64
2018-10-08 13:10:00 UTC,23,62,1032.42,0,64
2018-10-08 13:11:25 UTC,23,62,1032.51,0,64
2018-10-08 13:12:49 UTC,23,62,1032.44,0,63
2018-10-08 13:14:14 UTC,23,62,1032.53,0,65
2018-10-08 13:17:46 UTC,23,62,1032.45,0,65
2018-10-08 13:18:28 UTC,23,62,1032.5,0,65
2018-10-08 13:19:10 UTC,23,62,1032.52,0,65
2018-10-08 13:21:59 UTC,23,62,1032.47,0,65
2018-10-08 13:23:24 UTC,23,61,1032.51,0,62
2018-10-08 13:24:49 UTC,23,62,1032.51,0,59
2018-10-08 13:26:13 UTC,23,62,1032.57,0,62
2018-10-08 13:26:55 UTC,23,62,1032.57,0,65
2018-10-08 13:27:38 UTC,23,62,1032.61,0,62
2018-10-08 13:28:19 UTC,23,62,1032.51,0,65
2018-10-08 13:29:44 UTC,23,62,1032.7,0,65
2018-10-08 13:31:08 UTC,23,62,1032.57,0,65
2018-10-08 13:33:58 UTC,23,62,1032.68,0,65
2018-10-08 13:34:41 UTC,23,62,1032.64,0,65
2018-10-08 13:36:47 UTC,23,62,1032.69,0,65
2018-10-08 13:37:29 UTC,23,62,1032.57,0,65
2018-10-08 13:38:11 UTC,23,62,1032.69,0,65
2018-10-08 13:41:03 UTC,23,62,1032.72,0,65
2018-10-08 13:41:43 UTC,23,62,1032.66,0,65
2018-10-08 13:42:25 UTC,23,61,1032.68,0,65
2018-10-08 13:44:05 UTC,23,61,1032.65,0,65
2018-10-08 13:45:14 UTC,23,61,1032.6,0,56
2018-10-08 13:46:38 UTC,23,61,1032.56,0,57
2018-10-08 13:48:03 UTC,23,62,1032.67,0,57
2018-10-08 13:49:27 UTC,23,61,1032.66,0,58
2018-10-08 13:50:52 UTC,23,61,1032.61,0,58
2018-10-08 13:52:16 UTC,23,61,1032.55,0,57
2018-10-08 13:53:41 UTC,23,61,1032.66,0,62
2018-10-08 13:55:18 UTC,23,61,1032.75,0,41
2018-10-08 13:56:43 UTC,23,61,1032.78,0,60
2018-10-08 13:57:40 UTC,23,61,1032.8,0,70
2018-10-08 13:58:59 UTC,23,61,1032.77,0,85
2018-10-08 14:00:24 UTC,23,61,1032.87,0,89
2018-10-08 14:01:48 UTC,23,60,1032.79,0,90
2018-10-08 14:05:20 UTC,23,61,1032.85,0,90
2018-10-08 14:06:02 UTC,23,60,1032.85,0,86
2018-10-08 14:06:44 UTC,23,60,1032.82,0,88
2018-10-08 14:07:05 UTC,23,60,1032.87,0,94
2018-10-08 14:15:20 UTC,22,61,1032.71,0,114
2018-10-08 14:18:57 UTC,22,61,1032.85,0,107
2018-10-08 14:19:42 UTC,22,61,1032.51,0,74
2018-10-08 14:23:38 UTC,22,61,1032.83,0,73
2018-10-08 14:25:10 UTC,22,62,1032.91,0,71
2018-10-08 14:29:03 UTC,22,61,1032.92,0,71
2018-10-08 14:30:59 UTC,22,62,1032.96,0,70
2018-10-08 14:32:56 UTC,22,62,1033,0,70
2018-10-08 14:36:48 UTC,22,62,1033.06,0,70
2018-10-08 14:38:45 UTC,22,60,1033.01,0,70
2018-10-08 14:42:48 UTC,22,60,1033.11,0,65
2018-10-08 14:44:26 UTC,22,61,1032.96,0,70
2018-10-08 14:45:25 UTC,22,60,1033.2,0,64
2018-10-08 16:21:11 UTC,21,62,1033.88,0,1
2018-10-08 16:22:56 UTC,21,61,1033.31,0,16
2018-10-08 16:23:48 UTC,21,62,1033.97,0,17
2018-10-08 16:24:03 UTC,21,61,1033.34,0,56
2018-10-08 16:44:22 UTC,16,78,1034.2,0,3
2018-10-08 16:54:03 UTC,14,86,1034.38,0,2
2018-10-08 17:08:02 UTC,14,87,1034.25,0,2
2018-10-08 17:19:45 UTC,14,89,1034.42,0,2
2018-10-09 08:04:16 UTC,47,21,1031.91,0,-10924
2018-10-09 08:16:03 UTC,43,20,1031.83,0,-10924
2018-10-09 08:27:55 UTC,45,19,1031.05,0,-10924
2018-10-09 08:39:46 UTC,36,29,1030.19,0,-10924
2018-10-09 08:51:37 UTC,36,31,1030.46,0,-28645
2018-10-09 08:54:59 UTC,34,23,1031.16,0,6380
2018-10-09 09:40:54 UTC,26,44,1030.55,0,10
2018-10-09 09:52:45 UTC,26,45,1030.57,0,10
2018-10-09 10:04:37 UTC,26,47,1030.48,0,10
2018-10-09 10:16:29 UTC,26,48,1030.54,0,9
2018-10-09 10:28:20 UTC,26,49,1030.63,0,10
2018-10-09 10:40:13 UTC,26,51,1030.75,0,10
2018-10-09 10:52:04 UTC,25,52,1030.86,0,6
2018-10-09 11:03:57 UTC,25,52,1030.91,0,8
2018-10-09 11:15:47 UTC,25,53,1030.91,0,8
2018-10-09 11:27:38 UTC,25,53,1031.09,0,10
2018-10-09 11:39:30 UTC,24,54,1031.28,0,10
2018-10-09 11:51:21 UTC,24,54,1031.36,0,9
2018-10-09 12:03:12 UTC,24,54,1031.3,0,9
2018-10-09 12:15:03 UTC,23,53,1031.48,0,9
2018-10-09 12:26:53 UTC,23,53,1031.36,0,9
2018-10-09 12:38:43 UTC,22,53,1031.34,0,9
2018-10-09 12:50:35 UTC,22,52,1031.48,0,9
2018-10-09 13:04:30 UTC,22,52,1031.57,0,9
2018-10-09 13:31:29 UTC,17,65,1032.01,0,0
2018-10-09 13:45:26 UTC,16,70,1032.3,0,0
2018-10-09 13:55:08 UTC,16,72,1032.54,0,0
2018-10-09 14:09:04 UTC,16,71,1032.64,0,0
2018-10-09 14:18:45 UTC,17,63,1032.62,0,0
2018-10-09 14:32:41 UTC,16,68,1032.62,0,0
2018-10-09 14:42:22 UTC,16,75,1032.88,0,0
2018-10-09 14:56:19 UTC,16,75,1032.97,0,0
2018-10-09 15:08:07 UTC,15,77,1032.97,0,0
2018-10-09 15:17:48 UTC,15,79,1033.12,0,0
2018-10-09 15:31:44 UTC,15,77,1033.19,0,0
2018-10-09 15:43:32 UTC,15,79,1033.47,0,0
2018-10-09 15:53:13 UTC,14,78,1033.49,0,0
2018-10-09 16:07:09 UTC,14,78,1033.71,0,0
2018-10-09 16:16:50 UTC,14,80,1033.59,0,0
2018-10-09 16:30:45 UTC,14,79,1033.57,0,0
2018-10-09 16:42:35 UTC,14,79,1033.62,0,0
2018-10-09 16:52:14 UTC,14,82,1033.57,0,0
2018-10-09 17:06:10 UTC,13,82,1033.51,0,0
2018-10-09 17:15:51 UTC,13,82,1033.53,0,0
2018-10-09 17:29:46 UTC,13,82,1033.44,0,0
2018-10-09 17:41:34 UTC,13,83,1033.53,0,0
2018-10-09 17:53:22 UTC,13,83,1033.54,0,0
2018-10-09 18:05:10 UTC,13,83,1033.59,0,0
2018-10-09 18:16:58 UTC,13,84,1033.63,0,0
2018-10-09 18:26:38 UTC,12,85,1033.68,0,0
2018-10-09 18:38:26 UTC,12,84,1033.44,0,0
2018-10-09 18:50:14 UTC,12,85,1033.4,0,0
2018-10-09 19:02:02 UTC,12,85,1033.45,0,0
2018-10-09 19:15:57 UTC,12,85,1033.41,0,0
2018-10-09 19:25:37 UTC,12,85,1033.46,0,0
2018-10-09 19:39:32 UTC,12,86,1033.37,0,0
2018-10-09 19:49:13 UTC,12,86,1033.31,0,0
2018-10-09 20:03:08 UTC,12,86,1033.34,0,0
2018-10-09 20:12:48 UTC,12,86,1033.32,0,0
2018-10-09 20:24:36 UTC,12,86,1033.29,0,0
2018-10-09 20:36:24 UTC,11,86,1033.2,0,0
2018-10-09 20:50:19 UTC,11,86,1033.2,0,0
2018-10-09 21:02:06 UTC,11,87,1033.13,0,0
2018-10-09 21:13:54 UTC,11,87,1033.19,0,0
2018-10-09 21:25:42 UTC,11,88,1032.93,0,0
2018-10-09 21:35:22 UTC,11,87,1033.15,0,0
2018-10-09 21:49:17 UTC,11,88,1033.05,0,0
2018-10-09 21:58:57 UTC,11,88,1032.97,0,0
2018-10-09 22:10:45 UTC,11,88,1033,0,0
2018-10-09 22:22:33 UTC,11,88,1033.11,0,0
2018-10-09 22:34:20 UTC,11,88,1033.2,0,0
2018-10-09 22:46:07 UTC,11,88,1033.16,0,0
2018-10-09 22:57:55 UTC,11,88,1033.24,0,0
2018-10-09 23:09:43 UTC,11,87,1033.08,0,0
2018-10-09 23:23:37 UTC,11,87,1033.07,0,0
2018-10-09 23:35:25 UTC,11,86,1033.01,0,0
2018-10-09 23:47:13 UTC,11,86,1032.86,0,0
2018-10-09 23:56:53 UTC,11,88,1032.99,0,0
2018-10-10 00:10:48 UTC,12,87,1033.48,0,0
2018-10-10 00:22:36 UTC,12,88,1034.07,0,0
2018-10-10 00:32:16 UTC,12,87,1034.35,0,0
2018-10-10 00:44:04 UTC,0,0,1034.61,0,0
2018-10-10 00:55:52 UTC,0,0,1034.96,0,10
2018-10-10 01:07:41 UTC,12,88,1034.89,0,53
2018-10-10 01:21:34 UTC,12,87,1034.9,0,140
2018-10-10 01:31:15 UTC,13,86,1034.87,0,269
2018-10-10 01:43:04 UTC,13,83,1035.18,0,124
2018-10-10 01:54:51 UTC,13,83,1035.31,0,203
2018-10-10 02:06:38 UTC,14,84,1035.38,0,398
2018-10-10 02:18:27 UTC,14,85,1035.73,0,300
2018-10-10 02:30:15 UTC,15,84,1035.75,0,476
2018-10-10 02:42:03 UTC,15,82,1035.86,0,570
2018-10-10 02:53:51 UTC,15,80,1035.79,0,484
2018-10-10 03:05:39 UTC,15,79,1035.49,0,590
2018-10-10 03:17:27 UTC,16,75,1036.13,0,444
2018-10-10 03:29:15 UTC,16,67,1036.68,0,172
2018-10-10 03:41:04 UTC,15,80,1036.33,0,444
2018-10-10 03:52:52 UTC,17,47,1035.93,0,675
2018-10-10 04:04:41 UTC,19,41,1036.07,0,916
2018-10-10 04:16:29 UTC,20,38,1035.7,0,911
2018-10-10 04:28:18 UTC,21,39,1035.74,0,975
2018-10-10 04:40:07 UTC,21,36,1035.51,0,1169
2018-10-10 04:51:56 UTC,22,36,1035.6,0,540
2018-10-10 05:03:46 UTC,20,36,1035.65,0,596
2018-10-10 05:15:35 UTC,20,41,1036.16,0,345
2018-10-10 05:27:24 UTC,19,40,1035.72,0,945
2018-10-10 05:51:03 UTC,24,34,1034.71,0,2622
2018-10-10 06:02:52 UTC,34,23,1034.65,0,9598
2018-10-10 06:14:43 UTC,40,21,1034.93,0,9816
2018-10-10 06:26:34 UTC,34,20,1034.51,0,2465
2018-10-10 06:38:27 UTC,30,26,1033.61,0,9456
2018-10-10 06:50:19 UTC,35,20,1033.9,0,8418
2018-10-10 07:02:09 UTC,32,23,1033.6,0,3710
2018-10-10 07:25:53 UTC,34,21,1033.05,0,8670
2018-10-10 07:37:47 UTC,36,19,1032.73,0,10042
2018-10-10 07:49:38 UTC,36,20,1032.45,0,10090
2018-10-10 08:01:32 UTC,36,19,1032.3,0,9853
2018-10-10 08:13:24 UTC,36,20,1032.06,0,9849
2018-10-10 08:25:16 UTC,35,21,1031.62,0,8810
2018-10-10 08:37:10 UTC,33,23,1031.49,0,5320
2018-10-10 08:49:01 UTC,32,25,1031.57,0,3339
2018-10-10 09:00:54 UTC,32,32,1031.08,0,7638
2018-10-10 09:12:45 UTC,33,23,1031.32,0,2717
2018-10-10 09:24:37 UTC,31,30,1030.93,0,3719
2018-10-10 09:36:30 UTC,30,34,1030.97,0,1326
2018-10-10 09:48:20 UTC,28,37,1030.74,0,1085
2018-10-10 10:00:13 UTC,28,38,1030.77,0,1641
2018-10-10 10:12:03 UTC,27,40,1030.72,0,885
2018-10-10 10:23:54 UTC,26,44,1030.54,0,2291
2018-10-10 10:35:46 UTC,25,44,1030.66,0,843
2018-10-10 10:47:36 UTC,24,46,1030.44,0,704
2018-10-10 10:59:26 UTC,24,50,1030.4,0,2094
2018-10-10 11:11:18 UTC,23,53,1030.81,0,480
2018-10-10 11:23:08 UTC,21,64,1030.84,0,365
2018-10-10 11:34:57 UTC,20,71,1031.02,0,296
2018-10-10 11:46:46 UTC,19,72,1031.14,0,227
2018-10-10 11:58:37 UTC,19,74,1031.19,0,156
2018-10-10 12:10:26 UTC,18,76,1031.22,0,85
2018-10-10 12:22:15 UTC,18,74,1031.31,0,33
2018-10-10 12:34:03 UTC,17,77,1031.45,0,5
2018-10-10 12:45:54 UTC,17,77,1031.59,0,0
2018-10-10 12:57:41 UTC,17,77,1031.63,0,0
2018-10-10 13:09:30 UTC,17,75,1031.73,0,0
2018-10-10 13:21:19 UTC,16,78,1031.87,0,0
2018-10-10 13:33:12 UTC,16,79,1032.16,0,0
2018-10-10 13:44:57 UTC,16,82,1032.31,0,0
2018-10-10 13:56:44 UTC,15,81,1032.55,0,0
2018-10-10 14:08:33 UTC,15,82,1032.73,0,0
2018-10-10 14:20:22 UTC,15,83,1032.73,0,0
2018-10-10 14:32:10 UTC,15,83,1033.14,0,0
2018-10-10 14:43:58 UTC,15,83,1033.35,0,0
2018-10-10 14:55:47 UTC,15,82,1033.58,0,0
2018-10-10 15:07:36 UTC,14,84,1033.6,0,0
2018-10-10 15:19:23 UTC,14,84,1033.84,0,0
2018-10-10 15:31:12 UTC,14,84,1034.16,0,0
2018-10-10 15:43:00 UTC,14,83,1034.1,0,0
2018-10-10 15:54:48 UTC,14,85,1034.13,0,0
2018-10-10 16:06:38 UTC,13,84,1034.19,0,0
2018-10-10 16:18:26 UTC,13,86,1034.17,0,0
2018-10-10 16:30:13 UTC,13,85,1034.34,0,0
2018-10-10 16:42:00 UTC,13,85,1034.29,0,0
2018-10-10 16:53:48 UTC,13,85,1034.25,0,0
2018-10-10 17:05:36 UTC,13,86,1034.3,0,0
2018-10-10 17:17:26 UTC,13,86,1034.38,0,0
2018-10-10 17:41:00 UTC,13,84,1034.41,0,0
2018-10-10 17:52:48 UTC,12,85,1034.34,0,0
2018-10-10 18:04:36 UTC,12,86,1034.43,0,0
2018-10-10 18:16:24 UTC,12,86,1034.41,0,0
2018-10-10 18:39:59 UTC,0,0,1034.38,0,0
2018-10-11 07:47:48 UTC,24,69,1033.01,2.25,37
2018-10-11 07:48:36 UTC,24,69,1033.14,0,89
2018-10-11 07:50:39 UTC,24,70,1033.12,2.25,65
2018-10-11 07:51:43 UTC,25,72,1033.21,0,80
2018-10-11 07:53:41 UTC,25,71,1032.89,2.25,56
2018-10-11 07:56:05 UTC,25,69,1032.85,2.25,53
2018-10-11 07:56:58 UTC,26,66,628.6,0,51
2018-10-11 07:58:00 UTC,26,63,1032.88,2.25,57
2018-10-11 08:02:52 UTC,25,61,1032.89,6.75,9
2018-10-11 08:03:24 UTC,25,60,1032.94,2.25,29
2018-10-11 08:13:52 UTC,24,62,1032.39,4.5,8
2018-10-11 08:14:31 UTC,24,61,1032.82,0,9
2018-10-11 08:15:45 UTC,24,60,1032.66,0,10
2018-10-11 08:16:31 UTC,24,61,1032.6,2.25,10
2018-10-11 08:19:09 UTC,24,60,1032.42,2.25,8
2018-10-11 08:31:11 UTC,24,57,1032.71,0,45
2018-10-11 08:37:03 UTC,0,0,1032.35,2.25,10
2018-10-11 08:40:50 UTC,0,0,1032.16,2.25,11
2018-10-11 08:41:45 UTC,0,0,1032.1,2.25,10
2018-10-11 08:48:42 UTC,23,61,1032.17,2.25,10
2018-10-11 08:57:49 UTC,24,59,1032.42,0,8
2018-10-11 08:58:26 UTC,24,59,1032.63,0,9
2018-10-11 08:59:04 UTC,24,59,1032.67,0,19
2018-10-11 09:05:31 UTC,24,58,1032.49,0,17
2018-10-11 09:06:11 UTC,24,57,1032.54,0,9
2018-10-11 13:41:40 UTC,21.5,60.2,1012.38,0,37
2018-10-11 13:42:30 UTC,21.5,59.9,1012.5,0,36
2018-10-11 13:43:10 UTC,21.5,60.2,1012.58,0,20
2018-10-11 13:43:57 UTC,21.6,60.4,1012.59,0,27
2018-10-11 13:44:45 UTC,21.6,59.9,1012.5,0,63
2018-10-11 13:45:34 UTC,21.6,59.5,1012.7,0,54
2018-10-11 13:46:49 UTC,21.6,59.2,1012.47,0,27
2018-10-11 13:48:04 UTC,21.6,59.3,1012.45,0,35
2018-10-11 13:49:19 UTC,21.5,59.4,1012.37,0,44
2018-10-11 13:50:34 UTC,21.4,59.6,1012.25,0,41
2018-10-11 13:52:35 UTC,21.4,59.9,1012.32,0,29
2018-10-11 13:55:55 UTC,21.4,59.8,1013.08,20.25,0
2018-10-11 13:56:28 UTC,21.4,59.8,1012.91,18,20
2018-10-11 13:57:07 UTC,21.4,59.8,1012.7,40.5,22
2018-10-11 13:57:42 UTC,21.4,59.8,1012.83,31.5,14
2018-10-11 13:58:14 UTC,21.3,59.7,1012.51,15.75,21
2018-10-11 13:59:03 UTC,21.3,59.8,1012.49,6.75,17
2018-10-11 14:02:27 UTC,21.4,59.8,1012.57,4.5,20
2018-10-11 14:09:14 UTC,21.5,59.3,1012.64,0,24
2018-10-11 14:09:53 UTC,21.5,59.2,1012.67,2.25,21
2018-10-11 14:12:03 UTC,21.5,59.3,1012.66,6.75,28
2018-10-11 14:14:22 UTC,21.5,59.2,1012.61,0,29
2018-10-11 14:14:51 UTC,21.5,59.2,1012.61,2.25,21
2018-10-11 14:15:38 UTC,21.5,59.2,1012.86,4.5,25
2018-10-11 14:18:45 UTC,21.4,59.2,1012.93,2.25,45
2018-10-11 14:22:21 UTC,21.1,59.4,1013.03,0,41
2018-10-11 14:25:39 UTC,21.1,60.5,1012.13,0,0
2018-10-11 14:29:19 UTC,21.1,59,1012.92,0,35
2018-10-11 14:32:59 UTC,20.3,61.2,1012.95,0,34
2018-10-11 14:36:39 UTC,19.9,62.8,1012.96,0,32
2018-10-11 14:40:19 UTC,19.5,64.1,1013.12,0,32
2018-10-11 14:43:59 UTC,19.3,65.3,1013.13,0,37
2018-10-11 14:47:39 UTC,19.1,66.2,1013.06,0,38
2018-10-11 14:51:20 UTC,18.9,66.8,1013.19,0,37
2018-10-11 14:54:59 UTC,18.8,67.5,1013.22,0,37
2018-10-11 14:58:39 UTC,18.8,67.9,1013.38,0,37
2018-10-11 15:02:19 UTC,18.7,68.3,1013.36,0,37
2018-10-11 15:05:59 UTC,18.7,68.6,1013.38,0,36
2018-10-11 15:09:40 UTC,18.6,68.8,1013.48,0,37
2018-10-11 15:13:19 UTC,18.6,69.1,1013.54,0,38
2018-10-11 15:16:59 UTC,18.5,69.2,1013.53,0,38
2018-10-11 15:20:39 UTC,18.5,69.5,1013.67,0,37
2018-10-11 15:24:19 UTC,18.4,69.9,1013.63,0,38
2018-10-11 15:27:58 UTC,18.4,70,1013.6,0,38
2018-10-11 15:31:40 UTC,18.3,69.9,1013.74,0,38
2018-10-11 15:35:18 UTC,18.3,70,1013.67,0,37
2018-10-11 15:38:58 UTC,18.1,71,1013.69,0,0
2018-10-11 15:46:19 UTC,19,67.1,1013.62,0,0
2018-10-13 12:26:16 UTC,25.2,34.6,1053.39,0,0
2018-10-13 12:29:56 UTC,22.9,37.4,1049.68,0,1
2018-10-13 12:33:36 UTC,21.4,39.1,1056.83,0,0
2018-10-13 12:37:18 UTC,20.6,40.5,1065.04,0,0
2018-10-13 12:40:56 UTC,20.1,41.1,1064.38,0,0
2018-10-13 12:46:01 UTC,20.6,44.6,1062.56,0,0
2018-10-13 12:47:03 UTC,21.1,43.3,1061.76,0,0
2018-10-13 12:47:27 UTC,21.4,43.1,1059.97,0,0
2018-10-13 13:26:35 UTC,19.7,42.1,1030.7,0,0
2018-10-13 14:18:47 UTC,20.3,53.4,1007.22,0,0
2018-10-14 05:54:15 UTC,29.2,43.1,1012.86,0,0
2018-10-14 06:20:21 UTC,29.3,45.5,1011.88,0,5758
